,budget,genres,keywords,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,tagline,vote_average,vote_count,cast,director,year,month,return_rate
1390,35000000,"['Fantasy', 'Action', 'Adventure', 'Science Fiction', 'Thriller']","['prison', 'underworld', 'slavery', 'castle', 'vampire', 'war', 'werewolf', 'battle', 'slave', 'dungeon', 'fang vamp']","A prequel to the first two Underworld films, this fantasy explains the origins of the feud between the Vampires and the Lycans. Aided by his secret love, Sonja, courageous Lucian leads the Lycans in battle against brutal Vampire king Viktor. Determined to break the king's enslavement of his people, Lucian faces off against the Death Dealer army in a bid for Lycan independence.",51.927471000000004,"['Lakeshore Entertainment', 'Screen Gems', 'Sketch Films', 'UW3 Film Productions']",['United States of America'],2009-01-22,91353501,92.0,['English'],Every war has a beginning.,6.2,1428,"[""['Bill Nighy'"", "" 'Michael Sheen'""]",Patrick Tatopoulos,2009,01,161.01000285714284
1391,35000000,['Comedy'],"['new love', 'ten commandments', 'bride', 'bridegroom', 'marriage', 'relation', 'partnership', 'civil registry office', 'priest', 'wedding', 'church']","Newly engaged, Ben and Sadie can't wait to start their life together and live happily ever after. However Sadie's family church's Reverend Frank won't bless their union until they pass his patented, ""foolproof"" marriage prep course consisting of outrageous classes, outlandish homework assignments and some outright invasion of privacy.",14.503568,"['Village Roadshow Pictures', 'Robert Simonds Productions', 'Warner Bros.', 'Phoenix Pictures', 'Underground', 'Proposal Productions']","['Australia', 'United States of America']",2007-07-04,69307224,91.0,['English'],First came love... then came Reverend Frank.,5.2,253,"[""['Robin Williams'"", "" 'Mandy Moore'""]",Ken Kwapis,2007,07,98.02063999999999
1393,30000000,"['Comedy', 'Romance']","['sister sister relationship', 'make a match', 'single', 'children', 'teacher', 'dating', 'divorce', 'pet dog', 'computer dating', 'internet dating', 'wooden boats']","Sarah Nolan is a newly divorced woman cautiously rediscovering romance with the enthusiastic but often misguided help of her well-meaning family. As she braves a series of hilarious disastrous mismatches and first dates, Sarah begins to trust her own instincts again and learns that, no matter what, it's never a good idea to give up on love.",11.120167,"['Team Todd', 'Warner Bros.', 'Ubu Productions']",['United States of America'],2005-07-21,58405313,98.0,"['English', '']",,5.8,140,"[""['Diane Lane'"", "" 'John Cusack'""]",Gary David Goldberg,2005,07,94.68437666666667
1394,35000000,"['Crime', 'Drama', 'Thriller']","['undercover', 'colombia', 'mafia', 'mobster', 'dirty cop', 'informant', 'stealing money', 'marriage counselor', 'shaving cream', 'playing cards']",An FBI undercover agent infilitrates the mob and finds himself identifying more with the mafia life at the expense of his regular one.,40.370442,"['TriStar Pictures', 'Mark Johnson Productions', 'Phoenix Pictures', 'Baltimore Pictures']",['United States of America'],1997-02-27,41954997,127.0,"['日本語', 'English', 'Italiano']",Based on a true story.,7.4,1147,"[""['Johnny Depp'"", "" 'Al Pacino'""]",Mike Newell,1997,02,19.871419999999993
1395,33000000,"['Horror', 'Action', 'Science Fiction']","['undercover', 'mutant', 'dystopia', 'conspiracy', 'zombie', 'based on video game']","When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",40.715623,"['Impact Pictures', 'Davis-Films', 'New Legacy', 'Constantin Film Produktion']","['France', 'Germany', 'United Kingdom', 'United States of America']",2002-03-15,102984862,100.0,['English'],A secret experiment. A deadly virus. A fatal mistake.,6.4,2065,"[""['Milla Jovovich'"", "" 'Michelle Rodriguez'""]",Paul W.S. Anderson,2002,03,212.0753393939394
1396,10700000,['Horror'],"['medium', 'ghostbuster', 'poltergeist', 'haunted house', 'dying and death', 'family relationships', 'good vs evil', 'paranormal phenomena', 'power of goodness', 'parent-child bond', 'haunted']","Steve Freeling lives with his wife, Diane, and their three children, Dana, Robbie, and Carol Anne, in Southern California where he sells houses for the company that built the neighborhood. It starts with just a few odd occurrences, such as broken dishes and furniture moving around by itself. However, when he realizes that something truly evil haunts his home, Steve calls in a team of parapsychologists led by Dr. Lesh to help before it's too late.",36.230204,"['SLM Production Group', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],1982-06-04,122200000,114.0,['English'],They're here.,7.0,794,"[""['Craig T. Nelson'"", "" 'JoBeth Williams'""]",Tobe Hooper,1982,06,1042.056074766355
1398,35000000,['Action'],"['assassin', 'based on video game', 'aftercreditsstinger']","Coming together to solve a series of murders in New York City are a DEA agent whose family was slain as part of a conspiracy and an assassin out to avenge her sister's death. The duo will be hunted by the police, the mob, and a ruthless corporation.",25.903237,"['Dune Entertainment', 'Firm Films', 'Collision Entertainment', 'Abandon Entertainment', 'Foxtor Productions', 'Depth Entertainment']","['United States of America', 'Canada']",2008-10-15,85416905,100.0,"['English', 'Pусский', 'Español']",When a Man Has Lost Everything. He Only has Revenge,5.2,613,"[""['Mark Wahlberg'"", "" 'Mila Kunis'""]",John Moore,2008,10,144.04829999999998
1399,40000000,"['Action', 'Thriller', 'Science Fiction']","['bank', 'future', 'time', 'dystopia', 'race against time', 'immortality', 'on the run', 'class differences', 'cops and robbers\xa0', 'rich vs poor']","In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'.",60.231381999999996,"['Regency Enterprises', 'Strike Entertainment', 'New Regency Pictures']",['United States of America'],2011-10-27,173930596,109.0,['English'],Time Is Power,6.7,3417,"[""['Justin Timberlake'"", "" 'Amanda Seyfried'""]",Andrew Niccol,2011,10,334.82649000000004
1400,35000000,"['Comedy', 'Romance']","['kiss', 'sperm bank', 'romantic comedy', 'male female relationship', 'doctor', 'pregnancy', 'single mother', 'artificial insemination', 'motherhood', 'duringcreditsstinger']","When Zoe tires of looking for Mr. Right, she decides to have a baby on her own. But on the day she's artificially inseminated, she meets Stan, who seems to be just who she's been searching for all her life. Now, Zoe has to figure out how to make her two life's dreams fit with each other.",18.382920000000002,"['Escape Artists', 'CBS Films']",['United States of America'],2010-04-23,77477008,106.0,['English'],"Fall in love, get married, have a baby. Not necessarily in that order.",5.7,458,"[""['Jennifer Lopez'"", ' ""Alex O\'Loughlin""']",Alan Poul,2010,04,121.36287999999999
1401,35000000,"['Comedy', 'Drama', 'Romance']","['new york', 'alcohol', 'based on novel', 'secret', 'cheating', 'birthday', 'destroy', 'friends', 'crush', 'lawyer', 'best friend', 'wedding', 'pregnancy', 'relationship', 'celebration', 'roses', 'lying', 'flashback', 'engaged', 'loyal', 'liaison', 'confidant']","Though Rachel (Ginnifer Goodwin) is a successful attorney and a loyal, generous friend, she is still single. After one drink too many at her 30th-birthday celebration, Rachel unexpectedly falls into bed with her longtime crush, Dex -- who happens to be engaged to her best friend, Darcy (Kate Hudson). Ramifications of the liaison threaten to destroy the women's lifelong friendship, while Ethan (John Krasinski), Rachel's confidant, harbors a potentially explosive secret of his own.",14.029012,"['Alcon Entertainment', 'Wild Ocean Films', '2S Films']",['United States of America'],2011-05-05,59901913,112.0,['English'],It's a thin line between love and friendship.,5.9,296,"[""['Kate Hudson'"", "" 'Ginnifer Goodwin'""]",Luke Greenfield,2011,05,71.14832285714286
1403,35000000,"['Comedy', 'Family']","['baseball', 'sport', 'little league']","An aging, down-on-his-luck ex-minor leaguer coaches a team of misfits in an ultra-competitive California little league.",6.889633,['Paramount Pictures'],['United States of America'],1976-04-07,35323292,102.0,"['English', 'Español']",The coach is waiting for his next beer. The pitcher is waiting for her first bra. The team is waiting for a miracle. Consider the possibilities.,6.9,97,"[""['Walter Matthau'"", ' ""Tatum O\'Neal""']",Michael Ritchie,1976,04,0.923691428571427
1404,35000000,"['Action', 'Adventure', 'Thriller']","['dictator', 'martial arts', 'hostage', 'liberation of hostage', 'hostage-taking', 'street fighter', 'united nations', 'based on video game']",Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,19.286099,"['Universal Pictures', 'Capcom']","['Japan', 'United States of America']",1994-12-22,99423521,102.0,"['English', '日本語']",The fight to save the world is on!,4.1,325,"[""['Jean-Claude Van Damme'"", "" 'Raúl Juliá'""]",Steven E. de Souza,1994,12,184.06720285714283
1405,35000000,"['Drama', 'War']","['individual', 'resistance', 'radio station', 'war crimes', 'loss of family', 'child murderer', 'hunger', 'world war ii', 'prisoners of war', 'homeland', 'deportation', 'hiding place', 'ghetto riot', 'jew persecution', 'liberation', 'warsaw ghetto', 'polish resistance', 'nazis', 'biography', 'classical music', 'panzer', 'pianist']",The Pianist is a film adapted from the biography of Wladyslaw Szpilman. A Jewish-Polish pianist who during the second world war lived and hid miraculously in Warsaw after having gone through a terrible tragedy. A film from Roman Polanski.,50.587540999999995,"['Bac Films', 'Canal+Polska', 'Heritage Films', 'Studio Babelsberg', 'Agencja Produkcji Filmowej', 'Beverly Detroit', 'FilmFernsehFonds Bayern', 'Filmboard Berlin-Brandenburg (FBB)', 'Mainstream S.A.', 'R.P. Productions', 'StudioCanal', 'Filmförderungsanstalt (FFA)', 'Canal+', 'Interscope Communications', 'Telewizja Polska (TVP)', 'Runteam']","['France', 'Germany', 'Poland', 'United Kingdom']",2002-09-24,120072577,150.0,"['English', 'Deutsch', 'Pусский']",Music was his passion. Survival was his masterpiece.,8.0,1864,"[""['Adrien Brody'"", "" 'Thomas Kretschmann'""]",Roman Polanski,2002,09,243.06450571428573
1407,40000000,['Horror'],"['american football', 'traffic jam', 'remake', 'murder', 'suspense', 'wax museum', 'teenager', 'group of friends', 'ghost town', 'wax']",A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,17.157738000000002,"['Village Roadshow Pictures', 'Dark Castle Entertainment', 'Warner Bros.']",['United States of America'],2005-04-30,68766121,113.0,"['English', 'Pусский']",Prey. Slay. Display,5.5,677,"[""['Elisha Cuthbert'"", "" 'Paris Hilton'""]",Jaume Collet-Serra,2005,04,71.9153025
1408,27000000,"['Drama', 'Romance']","['father son relationship', 'love at first sight', 'photographer', 'loss of lover', 'cheating', 'lie', 'forbidden love', 'tea', 'lover', 'kiss', 'photography', 'secret love', 'times square', 'liar', 'sexchat', 'based on play', 'death of father', 'falling in love']","A witty, romantic, and very dangerous love story about chance meetings, instant attractions, and casual betrayals. Two couples disintegrate when they begin destructive adulterous affairs with each other.",22.636908,['Columbia Pictures'],['United States of America'],2004-12-01,115505027,104.0,['English'],"If you believe in love at first sight, you never stop looking.",6.7,811,"[""['Julia Roberts'"", "" 'Jude Law'""]",Mike Nichols,2004,12,327.79639629629634
1409,35000000,"['Drama', 'Crime', 'History']","['biography', 'historical figure', 'fbi director']","As the face of law enforcement in America for almost 50 years, J. Edgar Hoover was feared and admired, reviled and revered. But behind closed doors, he held secrets that would have destroyed his image, his career and his life.",28.069419,"['Imagine Entertainment', 'Malpaso Productions', 'Wintergreen Productions']",['United States of America'],2011-11-09,84606030,137.0,['English'],The most powerful man in the world.,6.0,741,"[""['Leonardo DiCaprio'"", "" 'Josh Hamilton'""]",Clint Eastwood,2011,11,141.7315142857143
1410,35000000,"['Horror', 'Mystery', 'Thriller']","['schizophrenia', 'night watchman', 'subway', 'hallucination', 'alcoholism', 'ex-cop', 'possession', 'morgue', 'rural setting', 'medication', 'demon', 'psychiatrist', 'mirror', 'estranged wife', 'nypd', 'evil', 'newspaper clipping']",An ex-cop and his family are the target of an evil force that is using mirrors as a gateway into their home.,19.774542999999998,"['Regency Enterprises', 'Castel Film Romania', 'ASAF', 'New Regency Pictures', 'Luna Pictures']","['Romania', 'United States of America']",2008-08-15,72436439,110.0,['English'],There is evil...On the other side.,6.0,485,"[""['Kiefer Sutherland'"", "" 'Paula Patton'""]",Alexandre Aja,2008,08,106.9612542857143
